title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
24th Main,Indian Asian       ,,₹200–400,4.0,97.0,,"827, 24th Main Jp Nagar 2nd Phase, Bengaluru 560078 India",24th Main Jp Nagar 2nd Phase,827,Bengaluru,560078,Karnataka,https://www.zomato.com/bangalore/24th-main-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4MDExNjYzIiwiNTE2OTMiLCI1MDA2NyIsIjE4Njc2Njg5Iiw1MTU0MSwiNjA2ODEiLCIxODc2OTczNCIsIjE4MTk4ODc4IiwiMTg0NzIzODkiLCIxODg1NjI2MiIsIjE4NjQyMzg1IiwiNTM1OTIiLCI1NzE4MSIsIjE4NjI2MDEzIl0sInQiOiJSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,+91 99000 92564,12.908882,77.585754,,0.0,0.0,4.0,5.0,3.0,Delivery Takeout Reservations Seating Parking Available Validated Parking Highchairs Available Table Service                     ,300.0,1.0,1,1,1,1,1,0,0,0,0
24th Main Restaurant,Buffet restaurant,"Relaxed restaurant featuring pan-Indian & global dishes, plus a buffet & vegetarian options.",₹600–800,4.5,5335.0,1633.0,"827, 24th Main Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India","2nd Phase, J. P. Nagar","827, 24th Main Rd",Bengaluru,560078.0,Karnataka,https://www.24thmain.com/,+91 99000 92564,12.908563,77.5859995,"[{'day': 'Monday', 'hours': '7:30 to 10:30\u202fAM, 12 to 3:30\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Tuesday', 'hours': '7:30 to 10:30\u202fAM, 12 to 3:30\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Wednesday', 'hours': '7:30 to 10:30\u202fAM, 12 to 3:30\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Thursday', 'hours': '7:30 to 10:30\u202fAM, 12 to 3:30\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Friday', 'hours': '7:30 to 10:30\u202fAM, 12 to 3:30\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Saturday', 'hours': '7:30 to 10:30\u202fAM, 12 to 4\u202fPM, 7 to 10:30\u202fPM'}, {'day': 'Sunday', 'hours': '7:30 to 10:30\u202fAM, 12 to 4\u202fPM, 7 to 10:30\u202fPM'}]",165.0,92.0,359.0,1008.0,3711.0,Accepts reservations | Alcohol | All you can eat | Breakfast | Brunch | Brunch reservations recommended | Casual | Catering | Cocktails | Coffee | Cozy | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Dinner reservations recommended | Family-friendly | Free parking lot | Free street parking | Good for kids | Good for kids birthday | Google Pay | Great dessert | Groups | Healthy options | Kids' menu | Lunch | Lunch reservations recommended | NFC mobile payments | No-contact delivery | Onsite services | Organic dishes | Paid street parking | Quiet | Restroom | Seating | Solo dining | Table service | Takeout | Trendy | Valet parking | Vegan options | Vegetarian options | Vegetarian options only | Wheelchair accessible entrance | Wheelchair accessible restroom | Wheelchair accessible seating | Wine,700.0,1.0,1,1,1,1,1,1,1,1,0
24x7 in Lalit Ashok,Indian International European Asian     ,"Enjoy buffet and a la carte dining at this all day diner overlooking the pool. With the interactive open-plan kitchen lending a sense of energy and excitement, 24/7 showcases a range of world cuisine to suit every taste and occasion. Cuisine: Multi-cuisine",,4.5,300.0,,"Kumara Krupa High Grounds Kumarakrupa Road, Bengaluru 560001 India",Kumara Krupa High Grounds Kumarakrupa Road,Kumara Krupa High Grounds Kumarakrupa Road,Bengaluru,560001,Karnataka,,+91 80 3052 7777,12.991908,77.58191,,,,,,,Takeout Reservations Outdoor Seating Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Table Service Live Music              ,300.0,1.0,1,1,0,1,1,0,1,0,0
29 Degrees North,Indian Fast Food       ,"Fast Food Restaurant serving Popular Indian Snacks, Street Snacks, Home style North Indian Meals, Chaat, Kulfi and Falooda. Street food is spicy but low on oil. We serve snacks like Samosas, Kachoris, Bombay style Sev Poori, Bhel, Pav Bhaji, Vada Pav, Delhi style Chaats, Bhatura, Kulchas, Tikki and stuffed Parathas. Makki Roti with Sarson Saag is our special offering. Lassi, Milk Shake, Moong Dal Halwa and Gulab Jamoon are available too. We care for your health: We use only branded Sun Flower Oil for all our preparations.MP Wheat atta is used for Fulka, Chapathi and Parathas.",₹1–200,4.0,6.0,,"62 Ramamurthy Nagar Main Road, Bengaluru 560043 India",62 Ramamurthy Nagar Main Road,62 Ramamurthy Nagar Main Road,Bengaluru,560043,Karnataka,https://www.zomato.com/29degreesnorth?context=eyJzZSI6eyJlIjpbIjE4Nzg2MzQwIiwiMTg2MzUzNTUiLCIxODM3NTU1MSIsIjE4NTczNzU0Iiw1NjQ0MCwiMTgwODA0MTMiLCIxODg1ODA4NSIsIjE4NTk3NDY1IiwiMTg3OTQ3MDQiLCIxODIxNjY2MyIsIjU0NTY1IiwiMTg1MzU2MzIiLCIxODU5ODE1MCIsIjE4NDMzMDAzIiwiMTg4MTMxODEiLCIxODQxNDM1NiIsIjE4ODY3MTgxIiwiMTg3NjM2MjYiLCIxODM3NTQ2NyIsIjU1NDU4IiwiMTg1ODEwMTQiLCI1OTMyOSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gS2FseWFuIE5hZ2FyIn19,+91 80 2542 2929,13.013796,77.660385,,0.0,0.0,1.0,1.0,1.0,Takeout Street Parking Digital Payments Accepts Credit Cards                         ,100.5,1.0,0,1,0,0,1,0,0,0,0
3 Ediots,Diner        ,,,4.0,1.0,,"1 Off Hennur Road Near Kristu Jayanthi College, Bengaluru 560077 India",1 Off Hennur Road Near Kristu Jayanthi College,1 Off Hennur Road Near Kristu Jayanthi College,Bengaluru,560077,Karnataka,,,13.03162,77.64415,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
3 Monkeys,Bar Pub       ,,,4.0,74.0,,"4th Floor Old Madras Road, Bengaluru 560038 India",4th Floor Old Madras Road,4th Floor Old Madras Road,Bengaluru,560038,Karnataka,,+91 80669 09999,12.992885,77.66123,,,,,,,Reservations Seating Television Serves Alcohol Table Service                        ,300.0,1.0,1,0,0,1,0,0,0,0,0
30 Grand,Chinese        ,,,4.5,2.0,,"Ground Floor 30 Magrath Road Near Royal Heritage Apartments, Bengaluru 560025 India",Ground Floor 30 Magrath Road Near Royal Heritage Apartments,Ground Floor 30 Magrath Road Near Royal Heritage Apartments,Bengaluru,560025,Karnataka,,+91 80 4021 5555,12.97044,77.61017,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
313,Fast food restaurant,,,3.6,36.0,8.0,"38-8, Bazaar St, Austin Town, Neelasandra, Bengaluru, Karnataka 560047, India","Austin Town, Neelasandra","38-8, Bazaar St",Bengaluru,560047.0,Karnataka,,+91 89511 60313,12.9554988,77.6135077,"[{'day': 'Monday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Tuesday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Wednesday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Thursday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Friday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Saturday', 'hours': '10\u202fAM to 10\u202fPM'}, {'day': 'Sunday', 'hours': '10\u202fAM to 10\u202fPM'}]",3.0,3.0,10.0,8.0,12.0,Breakfast | Cash-only | Casual | Dine-in | Dinner | Free street parking | Groups | Late-night food | Lunch | Quick bite | Solo dining | Table service | Takeout,300.0,0.0,0,1,0,0,1,0,0,0,0
37 China Town,Chinese International Thai      ,37 CHINA TOWN is our Restaurant with a delicacy of Oriental Cuisines like Chinese & Thai made by Mandarin fame Chef Andrew Hsieh with an experience of 30 years in this cuisine,₹400–600,4.5,5.0,,"37 Race Course Road Hotel 37th Crescent, Bengaluru 560001 India",37 Race Course Road Hotel 37th Crescent,37 Race Course Road Hotel 37th Crescent,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/37-china-town-race-course-road?context=eyJzZSI6eyJlIjpbIjE4MDg5NzE0IiwiMTgyNTA0OTUiLCIxODcxMDY5MiIsIjE4NDMwNzY3Iiw1MjIwMCwiMTg3MTQ3NjQiLCI1MzMwNSIsIjUxMTQ5IiwiMTg1MjkwMjYiLCI1MjE3NSIsIjYwMzg2IiwiNTQ1NTgiLCI2MTExOSIsIjUxMTU5IiwiNTE0MzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==,+91 99009 94433,12.98396,77.58636,,5.0,2.0,10.0,5.0,2.0,                            ,500.0,1.0,0,0,0,0,0,0,0,0,0
"3Bs - Buddies, Bar & Barbecues",Indian Bar Barbecue Asian     ,,₹400–600,4.0,47.0,,"90 - 4 Outer Ring Road Marathahalli, Bengaluru 560037 India",90 - 4 Outer Ring Road Marathahalli,90 - 4 Outer Ring Road Marathahalli,Bengaluru,560037,Karnataka,https://www.zomato.com/bangalore/3bs-buddies-bar-barbecues-btm?context=eyJzZSI6eyJlIjpbIjE4MTQ4OTc3IiwiMTg4NjY5NjMiLCI1Mjg1OSIsMTgzNzU1NjQsIjE4MzEzNTQyIiwiMTg2MjYwMTMiLCIxODkyOTA5NyIsIjUzNTIwIiwiNTQxNjIiLCIxODcyNzkwNiIsIjU4MzQ5IiwiMTg2MDgwOTkiLCI1NDE2NSIsIjUwMDY3Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCVE0gc2VydmluZyBCdWZmZXQifX0=,+91 88804 22301,12.949861,77.69905,,3.0,3.0,3.0,3.0,3.0,Reservations Seating Serves Alcohol Table Service                         ,500.0,1.0,1,0,0,1,0,0,0,0,0
3G's - Gulp and Groove,Chinese Indian       ,"Pubbing, casual dining, banquet hall & a club - we've got it all in one destination for you! Come over to Rajajinagar's hottest rooftop pub & groove to some pop music & enjoy some lip-smacking continental, Indian & Chinese food. Valet parking available!",₹400–600,4.5,3.0,,"59 A Block 8'th Main Road Subramanya nagar, Rajajinagar 2nd stage, Bengaluru 560055 India",Rajajinagar 2nd stage,59 A Block 8'th Main Road Subramanya nagar,Bengaluru,560055,Karnataka,https://www.zomato.com/bangalore/3gs-gulp-groove-malleshwaram?context=eyJzZSI6eyJlIjpbIjE4Mjc1Njk4IiwiNTc2NjQiLCIxODcwMjMwMSIsIjE4NzI1ODAzIiwxODQ5OTcxOCwiMTg2OTExNzMiLCI1Njc1OCIsIjYxMjgzIiwiMTg3MTUxMzQiLCI1OTE3NSIsIjUzMTc4IiwiNTU0MzIiLCIxODU4ODExMiIsIjU5NzQ1IiwiMTg1OTc4ODkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,+91 96206 50033,12.93801,77.56155,,1.0,0.0,7.0,8.0,6.0,                            ,500.0,1.0,0,0,0,0,0,0,0,0,0
4 Seasons,Asian        ,,₹400–600,3.5,2.0,,"No 57, 30th cross, Tilak NagarBanner Gutta Road, Opp: Sagar Hospital, Jayanagar, Bengaluru 560041 India",Jayanagar,No 57,Bengaluru,560041,Karnataka,https://www.zomato.com/bangalore/4-seasons-restaurant-kalyan-nagar?context=eyJzZSI6eyJlIjpbIjE4NjY5MjcxIiwiMTgyNjM0MjAiLCIxODI2MzQxOCIsIjE4NjE3MTQyIiw1NzExMSwiMTgzNjY2NzciLCI1MDQ3NSJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gS2FseWFuIE5hZ2FyIHNlcnZpbmcgQnVmZmV0In19,+91 80 6599 9111,12.92806,77.5942,,0.0,0.0,1.0,0.0,1.0,                            ,500.0,0.0,0,0,0,0,0,0,0,0,0
4 seasons,Restaurant,,,3.8,5.0,9.0,"WJ22+F96, Bannerghatta Rd, Anthappa Layout, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560078, India","Anthappa Layout, Ranka Colony, Bilekahalli","WJ22+F96, Bannerghatta Rd",Bengaluru,560078.0,Karnataka,,,12.9011566,77.6009061,[],1.0,0.0,1.0,0.0,3.0,Brunch | Casual | Coffee | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Good for kids | Great dessert | Groups | Lunch | NFC mobile payments | Quick bite | Small plates | Solo dining | Takeout | Trendy,300.0,0.0,0,0,1,0,1,0,0,1,0
46 Oucnes Old Madras Road,Italian Mexican Indian Asian     ,,,5.0,1.0,,"Old Madras Road Opposite Gopalan Mall #3 Rmz Infinity, Bengaluru India",Old Madras Road Opposite Gopalan Mall #3 Rmz Infinity,Old Madras Road Opposite Gopalan Mall #3 Rmz Infinity,Bengaluru,,Karnataka,,+91 96202 78894,12.992806,77.66117,,,,,,,Delivery Takeout Reservations Outdoor Seating Parking Available Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Credit Cards                 ,300.0,1.0,1,1,1,1,1,0,0,0,0
46 Ounces Brewgarden,Italian Indian Brew Pub International Asian    ,"Forty Six Ounces is the first of its kind micro-brewery in Electronic City, Bangalore. With lush green gardens, soothing water bodies and natural aesthetics, the ambience gives out an aura of elation. A space where you can free your spirits, be happy and have fun or just put the world behind you and relax. This is the place for a perfect mix of the best craft beers, mouth-watering food, great music and a happening vibe.",₹600–800,5.0,991.0,,"Electronics City Phase 1 Velankani Teach Park, Bengaluru 560100 India",Electronics City Phase 1 Velankani Teach Park,Electronics City Phase 1 Velankani Teach Park,Bengaluru,560100,Karnataka,https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore?context=eyJzZSI6eyJlIjpbIjU0MjI5IiwiMTg3NTgwNzkiLCIxODYyMDg5NSIsIjU4Njk2IiwxODg4OTkzOSwiMTg3NjU0MzEiLCI1MjU5MiIsIjU2MDUyIiwiMTg1NzA4MjciLCIxODM1OTkwOSIsIjE4NzE2NjY5IiwiNTM3NjMiLCIxODM2NjY5NiIsIjE4NzA5NjIyIiwiMTgzMDg3OTIiLCI1MTYzNyIsIjUxOTMwIiwiMTg3MTkzMTYiLCIxODg4NzM5MSIsIjE4OTI2NjE1IiwiNTIyOTgiLCIxODMzMzI1MiIsIjE4NjY5OTAyIiwiNTQyMzkiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEVsZWN0cm9uaWMgQ2l0eSJ9fQ==,+91 74063 54646,12.849965,77.65787,,1.0,0.0,2.0,0.0,0.0,Delivery Reservations Outdoor Seating Buffet Private Dining Seating Parking Available Validated Parking Valet Parking Highchairs Available Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Cash Only Free Wifi Accepts Discover Accepts Credit Cards Table Service Waterfront Dog Friendly Family style    ,700.0,1.0,1,1,1,1,0,0,0,1,0
"46 Ounces Brewhouse,Old Madras Road",Restaurant,,,4.5,1323.0,1487.0,"No 3, RMZ Infinity, Old Madras Rd, opposite GOPALAN GRAND MALL, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560016, India","Sadanandanagar, Bennigana Halli","No 3, RMZ Infinity, Old Madras Rd, opposite GOPALAN GRAND MALL",Bengaluru,560016.0,Karnataka,https://46ounces.com/,+91 96202 78894,12.9939892,77.6614082,"[{'day': 'Monday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 12:30\u202fAM'}]",65.0,27.0,60.0,168.0,1003.0,Accepts reservations | Alcohol | All you can eat | Bar onsite | Beer | Brunch | Casual | Catering | Cocktails | Coffee | Counter service | Cozy | Credit cards | Curbside pickup | Debit cards | Delivery | Dessert | Dine-in | Dinner | Family-friendly | Free Wi-Fi | Free street parking | Good for kids | Google Pay | Great beer selection | Great dessert | Groups | Halal food | Hard liquor | Healthy options | Kids' menu | LGBTQ+ friendly | Late-night food | Live music | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Organic dishes | Outdoor seating | Paid parking lot | Paid street parking | Private dining room | Quick bite | Restroom | Salad bar | Seating | Small plates | Solo dining | Sports | Table service | Takeout | Trendy | Upscale | Usually plenty of parking | Vegan options | Vegetarian options | Wheelchair accessible entrance | Wheelchair accessible parking lot | Wheelchair accessible restroom | Wheelchair accessible seating | Wi-Fi | Wine,300.0,1.0,1,1,1,1,1,1,1,1,0
46 Ounces Old Madras Road,Indian Brew Pub Bar Fast Food Asian Pub Beer restaurants  ,"""Situated in RMZ Infinity and surrounded by IT companies, Stylish, Modern, plant-filled with outdoor seating options, Our Chef curated special menu.""",,5.0,196.0,,"No 3, RMZ Infinity, Old Madras Rd opposite GOPALAN GRAND MALL, Bengaluru 560016 India",Old Madras Rd opposite GOPALAN GRAND MALL,No 3,Bengaluru,560016,Karnataka,,+91 96325 26768,12.993953,77.66148,,,,,,,Delivery Takeout Reservations Outdoor Seating Buffet Private Dining Seating Parking Available Television Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Live Music Waterfront Family style Non-smoking restaurants    ,300.0,1.0,1,1,1,1,1,0,1,1,0
49 Parantha Gali,Indian Asian       ,,,3.5,17.0,,"89 14th Main Road 17th Cross, Sector 4, Hsr Layout, Bengaluru 560102 India",Hsr Layout,89 14th Main Road 17th Cross,Bengaluru,560102,Karnataka,,,12.90717,77.63802,,,,,,,Takeout Seating Table Service                          ,300.0,0.0,0,0,0,1,1,0,0,0,0
52 Wall Street,American European       ,,₹600–800,3.0,5.0,,"52, 6th Block, 5th Cross, Koramangala, Bengaluru 560095 India",Koramangala,52,Bengaluru,560095,Karnataka,https://www.zomato.com/bangalore/52-wall-street-koramangala-6th-block?context=eyJzZSI6eyJlIjpbIjE4NTE2Mjk3IiwiMTgyNDY0OTkiLCIxNzk1NjY2NiIsIjUxNzYzIiwxODUzNTA2MywiMTg4NDEwNTQiLCI1MTA3MSIsIjE4NDY4ODM5IiwiMTg3MTEyMDAiLCIxODg3NzUzNCIsIjUzMzU4IiwiNTIzNDQiLCIxODIxNjY1MiIsIjE4NzgwNTYzIiwiNTE1MTgiLCIxODYxMzgwMiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQlRNIn19,,12.92208,77.6349,,0.0,6.0,11.0,3.0,4.0,Outdoor Seating                            ,700.0,0.0,0,0,0,1,0,0,0,0,0
55 Wall ST. Bar & Kitchen,Italian Chinese Indian Bar Pub Gastropub   ,"Experience the thrill, excitement and energy of JP Nagar's hippest bar and kitchen. There's always a buzz at 55 Wall Street with the uber-cool, the glamorous and the young-at-heart come to party! Our food and drinks menu is incredible, our live entertainment the best and the laid-back, psychedelic ambiance reflects your trendy lifestyle!",,2.5,15.0,,"Jp Nagar 55, Goenka Chambers, 19th Main, 15th Cross, JP Nagar, 2nd Phase, Bengaluru 560078 India",2nd Phase,Jp Nagar 55,Bengaluru,560078,Karnataka,,+91 70226 66677,13.00555,77.59427,,,,,,,Takeout Reservations Outdoor Seating Seating Valet Parking Television Serves Alcohol Full Bar Wine and Beer Free Wifi Accepts Credit Cards Table Service                 ,300.0,0.0,1,1,0,1,1,0,0,0,0
56 Bhoga,        ,,₹1–200,3.0,4.0,,"No 49 1'st Cross Road, Bengaluru 560102 India",No 49 1'st Cross Road,No 49 1'st Cross Road,Bengaluru,560102,Karnataka,https://www.zomato.com/bangalore/56-bhoga-sweets-hsr?context=eyJzZSI6eyJlIjpbIjE4ODUxOTM1IiwiMTg5NDg5NjciLCIxODk0ODk1MSIsIjE4NjY2OTY3Iiw1NTk2OCwiNjE1ODIiLCIxODcxNTYxMyIsIjE4NjgwMTIxIiwiMTg5MTk4NDMiLCIxODY0OTQ0OCIsIjE4MjczNDUyIiwiMTg3OTc3ODUiLCIxODU3MTIxOSIsIjE4NDIzNDQyIiwiMTg2NjIxNDUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,+91 98861 53740,12.89646,77.6591,,18.0,0.0,33.0,12.0,1.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
5th Avenue Cafe,Italian American Pizza Cafe Seafood    ,The place serves a bunch of appetizing dishes which is a complete palate delight. Each dish drips with rich flavors and carries a touch of indigenous taste. The staff are friendly and the reasonable range of meals makes it the perfect place for a casual outing with friends and family. Serve the best shisha in town. Food and drink are abundantly portioned and will keep you going for hours.,,5.0,5.0,,"#44, 4th B Cross Road, Terrace Floor, Koramangala 5th Block, Bengaluru 560034 India",Koramangala 5th Block,#44,Bengaluru,560034,Karnataka,,+91 99009 98427,12.934064,77.61566,,,,,,,Delivery Takeout Reservations Outdoor Seating Private Dining Seating Digital Payments Accepts Credit Cards Table Service Gift Cards Available                   ,300.0,1.0,1,0,1,1,1,0,0,0,0
6 Ballygunge Place,Indian Asian       ,,,4.0,23.0,,"612, 1st Floor, Above Cafe Coffee Day 12th Main, Indiranagar, Bengaluru 560038 India",Indiranagar,612,Bengaluru,560038,Karnataka,,80-41521695-0,12.95409,77.69374,,,,,,,Reservations Seating Table Service                          ,300.0,1.0,1,0,0,1,0,0,0,0,0
7 Grills Multicuisine Restaurant,Indian        ,,,5.0,1.0,,"53 17th A Main Road KHB Block Koramangala Extn,5th Block, Bengaluru 560095 India",5th Block,53 17th A Main Road KHB Block Koramangala Extn,Bengaluru,560095,Karnataka,,+044 42 64 65 65,12.934463,77.623,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
7 Olives,        ,,,4.0,3.0,,"548/1, 1st Floor, Outer Ring Road, Next to State Bank of India, Bellandur, Bengaluru India",Bellandur,548/1,Bengaluru,,Karnataka,,,12.92563,77.54971,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
7 Plates,Indian Asian       ,,₹200–400,3.0,15.0,,"420 5th cross road HRBR Layout, Bengaluru 560043 India",420 5th cross road HRBR Layout,420 5th cross road HRBR Layout,Bengaluru,560043,Karnataka,https://www.zomato.com/bangalore/7-plates-frazer-town?context=eyJzZSI6eyJlIjpbIjU0MzczIiwiNTI3MDAiLCIxODY3MjcyNyIsIjE4MjQ2NDk1Iiw1Nzk3OCwiNTI1MDciLCIxODcxODMxOSIsIjU5MjI5IiwiMTg4ODU3NDQiLCI1MDU5MCIsIjUxMzQ0IiwiMTg1NDA3MzUiLCIxODcwNjA1NiIsIjE4NjkyODc2IiwiMTg4NjI4NTgiLCI1MTkwNiIsIjE4NzkyMjY5IiwiNTMzNjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 78297 79997,13.02176,77.6265,,0.0,0.0,0.0,1.0,0.0,Seating Table Service                           ,300.0,0.0,0,0,0,1,0,0,0,0,0
7 Plates,Indian Asian       ,,₹200–400,3.5,13.0,,"5 / 5 Frazer Town Benson Cross Road Near Family Super Market, Bengaluru 560046 India",5 / 5 Frazer Town Benson Cross Road Near Family Super Market,5 / 5 Frazer Town Benson Cross Road Near Family Super Market,Bengaluru,560046,Karnataka,https://www.zomato.com/bangalore/7-plates-frazer-town?context=eyJzZSI6eyJlIjpbIjU0MzczIiwiNTI3MDAiLCIxODY3MjcyNyIsIjE4MjQ2NDk1Iiw1Nzk3OCwiNTI1MDciLCIxODcxODMxOSIsIjU5MjI5IiwiMTg4ODU3NDQiLCI1MDU5MCIsIjUxMzQ0IiwiMTg1NDA3MzUiLCIxODcwNjA1NiIsIjE4NjkyODc2IiwiMTg4NjI4NTgiLCI1MTkwNiIsIjE4NzkyMjY5IiwiNTMzNjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 99867 72227,12.99581,77.60595,,0.0,0.0,0.0,1.0,0.0,Table Service                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
7 Wonders Lounge,Healthy        ,,,4.0,2.0,,"#43&72, 2nd & 3rd Cross 12 the Block NGEF Layout Nagarabhavi 2nd Stage, Bengaluru India",2nd & 3rd Cross 12 the Block NGEF Layout Nagarabhavi 2nd Stage,#43&72,Bengaluru,,Karnataka,,+91 96060 17777,12.96759,77.50286,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
7-Star Ambur Dum Biriyani,        ,,,3.5,3.0,,"5 / 4 4'th Cross Street, Bengaluru 560054 India",5 / 4 4'th Cross Street,5 / 4 4'th Cross Street,Bengaluru,560054,Karnataka,,+91 98867 89201,12.99007,77.6109,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
70 Brigade,Asian        ,,₹400–600,4.5,12.0,,"70 Brigade Road Ashok Nagar Near Eva Mall, Hotel Iris, Bengaluru 560001 India",Hotel Iris,70 Brigade Road Ashok Nagar Near Eva Mall,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/70-brigade-iris-hotel-brigade-road?context=eyJzZSI6eyJlIjpbIjUxNDM2IiwiMTg4NjY4NjUiLCI1NjIwOCIsIjE4Mzk4Mzk4Iiw1MTcxMywiNTI4ODQiLCI1MDc0MiIsIjU1OTA3IiwiNTQwOTQiLCI1MDg1NyIsIjU4NzIwIiwiMTg2MzEwNzciLCI1MDYzMyIsIjU5MjI5IiwiNTM5NjgiLCI1MDMxOCIsIjUwNDcyIiwiNTA2MTIiLCIxODc5NDk4OSIsIjUxNjcxIiwiMTg1NTUzNzUiLCIxODU2NTA3OCIsIjU1ODc5Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCcmlnYWRlIFJvYWQgc2VydmluZyBCdWZmZXQifX0=,40555888,12.96663,77.60657,,0.0,0.0,1.0,0.0,1.0,Reservations Seating Wheelchair Accessible Table Service                         ,500.0,1.0,1,0,0,1,0,0,1,0,0
7rivers Brewing Co,Italian Chinese Indian Brew Pub Bar Contemporary   ,,,5.0,51.0,,"7 Rivers Brewing Co., Taj Mg Road 41/3, Mahatma Gandhi Road, Bengaluru, Karnataka, Bengaluru 560001 India",Karnataka,7 Rivers Brewing Co.,Bengaluru,560001,Karnataka,,+91 80666 04333,12.97326,77.61967,,,,,,,Reservations Seating Serves Alcohol Accepts Credit Cards Table Service                        ,300.0,1.0,1,0,0,1,0,0,0,0,0
